Age,Education,Department,Job_Title,Experience_Years,Num_Skills,Skills,Salary_USD,Salary_Label
29,PhD,HR,HR Manager,4,4,"Excel, Java, Data Analysis, Cloud (AWS/GCP)",76175.78,High
31,Bachelor's,Marketing,Content Writer,11,7,"SQL, JavaScript, Project Management, Cloud (AWS/GCP), Data Analysis, Excel, Java",88510.61,High
31,Bachelor's,Finance,Accountant,10,5,"Project Management, Data Analysis, Excel, JavaScript, Java",70745.37,High
24,Bachelor's,Data Science,ML Engineer,1,7,"Communication, Excel, Java, Cloud (AWS/GCP), SQL, Power BI, Leadership",70138.98,High
27,Master's,Finance,CFO,3,5,"JavaScript, Machine Learning, Data Analysis, Leadership, Cloud (AWS/GCP)",84801.31,High
22,Bachelor's,Sales,Account Manager,1,5,"Machine Learning, Java, Python, Data Analysis, Leadership",57611.85,Low
22,Bachelor's,Marketing,SEO Analyst,2,3,"Project Management, JavaScript, Data Analysis",47210.42,Low
22,Bachelor's,IT,Software Engineer,2,7,"Python, Machine Learning, Project Management, Excel, SQL, JavaScript, Communication",67790.96,Low
25,Master's,Marketing,Content Writer,2,6,"Excel, Project Management, Power BI, Leadership, Machine Learning, Java",51960.72,Low
29,Master's,Finance,Financial Analyst,6,6,"Power BI, Java, Leadership, Excel, Machine Learning, Data Analysis",75895.27,High
28,PhD,IT,DevOps Engineer,4,5,"Java, Leadership, Machine Learning, Cloud (AWS/GCP), Communication",87467.73,High
25,Bachelor's,Sales,Sales Executive,5,4,"Excel, Communication, Data Analysis, Leadership",52686.7,Low
26,Master's,IT,Software Engineer,3,5,"Project Management, Machine Learning, JavaScript, Python, Cloud (AWS/GCP)",82673.59,High
36,Master's,Data Science,Data Scientist,12,2,"Communication, Cloud (AWS/GCP)",98682.42,High
28,Master's,Marketing,Content Writer,5,2,"Excel, Power BI",85724.15,High
25,Bachelor's,Finance,Financial Analyst,4,5,"Leadership, Python, Data Analysis, Excel, Communication",65992.24,Low
28,Master's,Sales,Account Manager,5,5,"Leadership, Java, Machine Learning, Power BI, Python",64155.32,Low
28,PhD,HR,Recruiter,2,4,"Data Analysis, Cloud (AWS/GCP), Power BI, Communication",79935.57,High
19,High School,Data Science,Data Analyst,0,4,"Leadership, JavaScript, Machine Learning, Power BI",52023.38,Low
23,Master's,Finance,Accountant,1,3,"Leadership, Machine Learning, Cloud (AWS/GCP)",70571.21,High
25,Bachelor's,Marketing,Content Writer,5,6,"Cloud (AWS/GCP), Machine Learning, Communication, Excel, JavaScript, Power BI",57659.07,Low
26,Bachelor's,HR,Training Specialist,3,5,"Data Analysis, JavaScript, SQL, Leadership, Power BI",42602.9,Low
32,High School,Sales,Sales Executive,14,4,"JavaScript, Machine Learning, Leadership, SQL",63187.68,Low
23,Bachelor's,Data Science,Data Analyst,2,4,"Cloud (AWS/GCP), Machine Learning, Project Management, Python",63050.19,Low
39,Bachelor's,HR,Recruiter,17,4,"Data Analysis, Cloud (AWS/GCP), Excel, Project Management",94211.26,High
32,Bachelor's,Finance,Financial Analyst,9,3,"Java, Python, SQL",71839.21,High
28,Master's,Operations,Supply Chain Analyst,3,6,"Python, SQL, Power BI, Communication, Excel, JavaScript",73943.07,High
26,Bachelor's,Marketing,SEO Analyst,5,5,"Communication, Power BI, Machine Learning, Python, Cloud (AWS/GCP)",57896.71,Low
23,Bachelor's,Marketing,SEO Analyst,0,5,"Machine Learning, Data Analysis, Power BI, Cloud (AWS/GCP), Excel",58623.56,Low
29,Bachelor's,Operations,Operations Manager,7,3,"Project Management, Communication, SQL",65053.87,Low
42,Master's,IT,DevOps Engineer,18,4,"Data Analysis, Excel, Machine Learning, Communication",104990.2,High
23,Bachelor's,IT,DevOps Engineer,3,7,"Cloud (AWS/GCP), Communication, Java, Project Management, Leadership, SQL, Machine Learning",66159.59,Low
24,Bachelor's,IT,QA Engineer,3,2,"Java, Excel",64516.66,Low
19,High School,IT,QA Engineer,1,2,"Python, Data Analysis",44999.87,Low
26,Master's,IT,Software Engineer,1,3,"Power BI, SQL, Python",72447.32,High
26,Master's,Data Science,Data Analyst,4,4,"Cloud (AWS/GCP), JavaScript, Java, Excel",76580.62,High
41,PhD,HR,HR Manager,15,6,"Project Management, Cloud (AWS/GCP), Power BI, Communication, SQL, JavaScript",105360.18,High
27,Master's,Marketing,Content Writer,4,4,"Project Management, Power BI, Data Analysis, Java",69543.58,Low
31,PhD,IT,QA Engineer,4,5,"Java, Python, Data Analysis, JavaScript, Leadership",83154.86,High
22,Master's,Finance,CFO,0,2,"Leadership, JavaScript",61547.04,Low
20,Bachelor's,Marketing,Content Writer,0,4,"JavaScript, Java, Power BI, Machine Learning",34722.45,Low
19,High School,Operations,Logistics Head,1,5,"Java, Machine Learning, Excel, Leadership, Python",45058.4,Low
40,Master's,HR,Training Specialist,15,3,"JavaScript, Excel, SQL",100308.85,High
26,High School,Finance,CFO,8,7,"Java, Data Analysis, Project Management, Machine Learning, JavaScript, Power BI, Leadership",64245.27,Low
33,Master's,Sales,Sales Head,8,4,"JavaScript, Excel, Communication, Cloud (AWS/GCP)",76444.08,High
24,Bachelor's,Operations,Operations Manager,2,7,"Communication, Machine Learning, Python, Leadership, Cloud (AWS/GCP), Power BI, JavaScript",59842.99,Low
25,Master's,Marketing,Content Writer,0,7,"Data Analysis, Python, Cloud (AWS/GCP), JavaScript, SQL, Leadership, Java",55858.54,Low
44,Bachelor's,Finance,CFO,23,6,"Power BI, JavaScript, Project Management, Java, Python, SQL",116770.51,High
26,Bachelor's,Marketing,Content Writer,4,6,"Power BI, Communication, Excel, JavaScript, SQL, Leadership",57323.82,Low
22,Bachelor's,Sales,Sales Executive,2,3,"Communication, Leadership, Machine Learning",35484.05,Low
39,PhD,IT,QA Engineer,14,2,"Excel, Machine Learning",108796.05,High
34,Bachelor's,HR,Training Specialist,13,5,"Java, Data Analysis, Power BI, Communication, Python",76262.73,High
23,Bachelor's,HR,Recruiter,2,7,"Project Management, SQL, Machine Learning, JavaScript, Excel, Java, Data Analysis",42859.77,Low
21,High School,IT,DevOps Engineer,0,6,"Project Management, SQL, Data Analysis, Machine Learning, Cloud (AWS/GCP), Java",57007.0,Low
24,Master's,Sales,Sales Executive,0,3,"Excel, Machine Learning, Project Management",52474.85,Low
26,Master's,Marketing,Marketing Manager,4,2,"Machine Learning, Communication",64791.47,Low
45,Bachelor's,IT,DevOps Engineer,22,2,"Excel, Project Management",100850.67,High
23,Bachelor's,HR,HR Manager,0,3,"Machine Learning, Communication, Excel",49325.61,Low
28,Bachelor's,Operations,Logistics Head,7,7,"Communication, Data Analysis, SQL, Python, Cloud (AWS/GCP), Power BI, Java",78316.51,High
26,Bachelor's,Sales,Sales Executive,4,7,"Power BI, Data Analysis, SQL, Python, Leadership, Cloud (AWS/GCP), Project Management",61784.18,Low
24,High School,Finance,Accountant,6,2,"Java, SQL",52017.51,Low
33,Bachelor's,Marketing,SEO Analyst,13,3,"SQL, Java, JavaScript",75010.5,High
31,Bachelor's,Data Science,Data Analyst,9,6,"Data Analysis, Java, Excel, JavaScript, Power BI, Python",69384.41,Low
24,Master's,Marketing,Content Writer,0,3,"Cloud (AWS/GCP), Power BI, Project Management",57828.05,Low
18,High School,Sales,Account Manager,0,5,"JavaScript, Leadership, Power BI, Project Management, Excel",28403.38,Low
23,Bachelor's,HR,Recruiter,3,4,"Leadership, Project Management, Excel, Communication",68265.19,Low
34,Master's,Sales,Sales Head,11,4,"Leadership, Power BI, Communication, JavaScript",90255.64,High
24,Master's,HR,HR Manager,0,6,"Power BI, SQL, Data Analysis, Cloud (AWS/GCP), Java, Python",63933.96,Low
23,Bachelor's,HR,HR Manager,1,2,"Cloud (AWS/GCP), SQL",35630.59,Low
27,Master's,Sales,Sales Executive,4,7,"Cloud (AWS/GCP), Leadership, Excel, JavaScript, Machine Learning, Java, Project Management",63481.44,Low
25,High School,HR,HR Manager,7,6,"Communication, Leadership, JavaScript, Cloud (AWS/GCP), Data Analysis, Excel",48223.24,Low
30,High School,Data Science,Data Scientist,11,5,"JavaScript, Machine Learning, Communication, Excel, Project Management",68822.73,Low
33,Bachelor's,HR,HR Manager,12,2,"Project Management, Communication",71823.34,High
41,PhD,Marketing,Marketing Manager,15,6,"JavaScript, Cloud (AWS/GCP), Data Analysis, Project Management, Excel, Java",90987.65,High
26,Bachelor's,Sales,Account Manager,3,6,"Excel, Leadership, Machine Learning, SQL, JavaScript, Project Management",44896.76,Low
29,Master's,HR,Recruiter,7,4,"Project Management, Machine Learning, Excel, Cloud (AWS/GCP)",71523.06,High
25,Master's,Finance,Accountant,0,6,"Machine Learning, Communication, Java, SQL, Data Analysis, JavaScript",57721.48,Low
39,Bachelor's,Operations,Operations Manager,16,4,"SQL, Project Management, Excel, Power BI",94473.55,High
29,Bachelor's,Data Science,ML Engineer,7,4,"Communication, Data Analysis, Power BI, Leadership",67513.55,Low
35,Bachelor's,Data Science,ML Engineer,14,6,"Data Analysis, SQL, Python, Power BI, Java, Machine Learning",100150.34,High
24,High School,Marketing,Content Writer,6,5,"SQL, Cloud (AWS/GCP), JavaScript, Machine Learning, Project Management",55825.77,Low
21,Bachelor's,IT,Software Engineer,0,4,"Leadership, Excel, Project Management, Communication",55444.79,Low
19,High School,Data Science,ML Engineer,0,2,"Machine Learning, Leadership",47709.08,Low
21,Bachelor's,IT,Software Engineer,0,6,"Machine Learning, Data Analysis, SQL, Python, JavaScript, Java",61826.76,Low
29,Master's,Marketing,SEO Analyst,7,6,"JavaScript, Machine Learning, Excel, Java, Python, Cloud (AWS/GCP)",89216.11,High
28,High School,Marketing,SEO Analyst,8,4,"Communication, Cloud (AWS/GCP), Machine Learning, Excel",69802.91,Low
24,Bachelor's,Sales,Sales Head,3,6,"Excel, Cloud (AWS/GCP), Machine Learning, SQL, JavaScript, Power BI",57940.34,Low
20,Bachelor's,HR,Training Specialist,0,2,"Data Analysis, Power BI",37188.82,Low
23,Bachelor's,Finance,Financial Analyst,1,7,"Excel, Java, Project Management, Data Analysis, Communication, Leadership, Python",63649.85,Low
28,Master's,Marketing,Marketing Manager,5,5,"Excel, Project Management, Data Analysis, JavaScript, Cloud (AWS/GCP)",72823.93,High
29,Bachelor's,HR,HR Manager,6,2,"Power BI, Cloud (AWS/GCP)",68242.68,Low
30,PhD,IT,QA Engineer,4,7,"Leadership, SQL, Data Analysis, Communication, Python, Java, Power BI",85275.24,High
31,Bachelor's,Finance,CFO,9,4,"Cloud (AWS/GCP), Leadership, Java, Machine Learning",73508.0,High
28,Master's,Data Science,Data Scientist,4,5,"JavaScript, Java, SQL, Cloud (AWS/GCP), Power BI",90962.4,High
22,Bachelor's,HR,HR Manager,1,6,"Project Management, Python, Machine Learning, JavaScript, SQL, Power BI",63914.51,Low
23,Bachelor's,Finance,Accountant,1,6,"JavaScript, Data Analysis, Power BI, Communication, Project Management, Excel",45881.02,Low
33,Bachelor's,Operations,Logistics Head,11,4,"Machine Learning, Python, Java, JavaScript",91406.83,High
25,Master's,Operations,Operations Manager,3,2,"JavaScript, Python",54988.37,Low
24,Master's,Operations,Logistics Head,1,5,"Project Management, JavaScript, Data Analysis, Leadership, Python",50196.71,Low
23,Bachelor's,HR,Recruiter,2,2,"Data Analysis, JavaScript",54180.1,Low
24,Bachelor's,HR,Training Specialist,3,3,"SQL, Project Management, JavaScript",71464.99,High
31,Bachelor's,IT,QA Engineer,9,5,"Excel, Power BI, SQL, Leadership, Communication",71515.27,High
27,Master's,Sales,Sales Executive,3,2,"SQL, Python",74435.8,High
21,Bachelor's,Finance,CFO,0,5,"SQL, Java, Excel, Power BI, Leadership",56932.74,Low
23,Master's,Data Science,ML Engineer,1,7,"SQL, Project Management, Excel, Leadership, Machine Learning, Python, JavaScript",92667.99,High
24,Bachelor's,IT,DevOps Engineer,2,5,"JavaScript, Python, Leadership, Power BI, Excel",66204.62,Low
36,Master's,Marketing,SEO Analyst,14,5,"Machine Learning, SQL, Python, Excel, JavaScript",100781.73,High
20,High School,Marketing,SEO Analyst,1,4,"Data Analysis, Machine Learning, JavaScript, SQL",34031.77,Low
27,Bachelor's,Data Science,Data Scientist,6,5,"Project Management, SQL, Leadership, Data Analysis, Excel",75395.54,High
36,Bachelor's,Marketing,SEO Analyst,14,5,"Java, Machine Learning, Power BI, Cloud (AWS/GCP), JavaScript",84741.44,High
26,Master's,Finance,CFO,3,6,"Leadership, Java, Python, Project Management, Excel, Communication",76723.56,High
28,Bachelor's,Data Science,Data Scientist,8,3,"Communication, Python, Project Management",80156.32,High
31,Master's,Sales,Account Manager,9,7,"Power BI, Java, Data Analysis, Machine Learning, JavaScript, Project Management, SQL",81024.62,High
24,Master's,IT,QA Engineer,0,2,"Cloud (AWS/GCP), Power BI",68655.11,Low
38,Bachelor's,HR,Training Specialist,17,4,"Cloud (AWS/GCP), Leadership, Communication, Data Analysis",99088.8,High
21,Bachelor's,Data Science,Data Analyst,1,3,"Java, Power BI, Project Management",54393.78,Low
34,Bachelor's,IT,DevOps Engineer,11,5,"Excel, Python, Power BI, Communication, Cloud (AWS/GCP)",79529.1,High
27,PhD,Finance,Accountant,2,4,"Excel, JavaScript, Power BI, Java",76216.47,High
30,PhD,Operations,Operations Manager,6,7,"JavaScript, Java, Communication, Excel, Power BI, Leadership, Project Management",92140.91,High
20,Bachelor's,IT,DevOps Engineer,0,4,"Leadership, JavaScript, Cloud (AWS/GCP), Java",46487.91,Low
27,Bachelor's,Data Science,Data Analyst,5,6,"Data Analysis, Excel, Power BI, Java, Python, Cloud (AWS/GCP)",71635.22,High
27,Bachelor's,IT,QA Engineer,6,5,"Cloud (AWS/GCP), Python, Java, Communication, JavaScript",73885.01,High
27,Bachelor's,Data Science,ML Engineer,4,2,"SQL, Data Analysis",59998.31,Low
25,Master's,Sales,Sales Executive,2,2,"SQL, Data Analysis",55200.53,Low
25,Bachelor's,Sales,Sales Executive,2,5,"Data Analysis, Machine Learning, Power BI, Project Management, Cloud (AWS/GCP)",58436.5,Low
24,Master's,Marketing,Content Writer,0,2,"Data Analysis, Power BI",40544.96,Low
39,PhD,HR,Recruiter,15,6,"Excel, JavaScript, Leadership, Power BI, Java, Communication",104510.19,High
25,Bachelor's,Sales,Sales Executive,4,3,"Machine Learning, SQL, Power BI",50140.63,Low
24,PhD,Marketing,SEO Analyst,0,7,"Cloud (AWS/GCP), Data Analysis, Communication, Leadership, JavaScript, Java, Power BI",82023.01,High
32,PhD,IT,DevOps Engineer,5,6,"Project Management, Excel, Java, Python, JavaScript, Data Analysis",90435.64,High
20,Bachelor's,Finance,Financial Analyst,0,3,"Project Management, SQL, Leadership",53812.42,Low
23,Bachelor's,Data Science,ML Engineer,0,6,"Machine Learning, Power BI, JavaScript, Python, Leadership, Cloud (AWS/GCP)",65508.78,Low
33,PhD,Marketing,SEO Analyst,7,3,"Leadership, Machine Learning, SQL",90954.86,High
24,Bachelor's,Sales,Sales Head,1,6,"Data Analysis, JavaScript, Java, Leadership, Power BI, Python",57738.37,Low
24,Master's,IT,DevOps Engineer,1,7,"SQL, Python, Communication, JavaScript, Cloud (AWS/GCP), Excel, Data Analysis",81743.42,High
28,Master's,Data Science,Data Analyst,3,5,"JavaScript, Leadership, Cloud (AWS/GCP), Data Analysis, Machine Learning",82839.98,High
35,PhD,Finance,Financial Analyst,8,7,"Communication, Excel, Python, Leadership, Machine Learning, JavaScript, Java",94632.05,High
26,Master's,Marketing,Marketing Manager,3,4,"Cloud (AWS/GCP), Machine Learning, SQL, Python",56437.06,Low
28,Master's,HR,Training Specialist,3,4,"Leadership, Project Management, Power BI, Java",59852.23,Low
29,Bachelor's,Data Science,Data Analyst,6,5,"SQL, Project Management, Data Analysis, Power BI, Communication",66728.95,Low
25,Master's,HR,HR Manager,3,6,"Machine Learning, Python, Leadership, Data Analysis, Excel, SQL",49499.24,Low
24,Bachelor's,HR,Training Specialist,3,5,"Project Management, Python, SQL, Cloud (AWS/GCP), JavaScript",55539.62,Low
23,Bachelor's,Finance,CFO,0,6,"SQL, Excel, Cloud (AWS/GCP), Machine Learning, Communication, Leadership",54843.37,Low
28,Master's,Data Science,Data Analyst,3,6,"Cloud (AWS/GCP), Data Analysis, JavaScript, Java, Machine Learning, Excel",79039.85,High
33,Bachelor's,IT,QA Engineer,11,6,"Data Analysis, Leadership, Communication, SQL, Java, Machine Learning",86859.07,High
24,Bachelor's,Sales,Sales Executive,1,5,"Project Management, Machine Learning, Leadership, Cloud (AWS/GCP), Excel",51806.06,Low
20,Bachelor's,Sales,Sales Executive,0,6,"Machine Learning, Project Management, Python, Communication, Leadership, Data Analysis",39997.49,Low
27,Master's,IT,QA Engineer,4,7,"SQL, Machine Learning, Cloud (AWS/GCP), Excel, Power BI, Project Management, Data Analysis",81186.52,High
24,Master's,Sales,Sales Executive,2,6,"Power BI, Python, Communication, Project Management, JavaScript, Leadership",76731.68,High
24,Bachelor's,IT,Software Engineer,2,6,"JavaScript, SQL, Data Analysis, Leadership, Communication, Project Management",41859.13,Low
27,Master's,Operations,Operations Manager,3,5,"Project Management, Excel, Cloud (AWS/GCP), SQL, Communication",69034.53,Low
47,Bachelor's,Data Science,Data Scientist,25,3,"SQL, Communication, Machine Learning",113386.0,High
24,Bachelor's,Finance,Financial Analyst,2,2,"Java, Leadership",49101.14,Low
23,Bachelor's,HR,Training Specialist,1,4,"JavaScript, Machine Learning, Leadership, Java",38296.29,Low
28,Bachelor's,Marketing,SEO Analyst,8,6,"Communication, SQL, Data Analysis, Machine Learning, Cloud (AWS/GCP), JavaScript",73601.35,High
27,Bachelor's,HR,Recruiter,5,4,"Communication, Machine Learning, SQL, Leadership",60880.48,Low
42,PhD,Operations,Supply Chain Analyst,15,4,"Project Management, Power BI, Leadership, Cloud (AWS/GCP)",115311.45,High
33,Bachelor's,Sales,Sales Executive,13,7,"Data Analysis, Java, Python, JavaScript, Power BI, Cloud (AWS/GCP), Excel",74942.81,High
24,Bachelor's,IT,Software Engineer,3,6,"Leadership, JavaScript, Excel, Project Management, SQL, Power BI",77038.64,High
40,Bachelor's,Sales,Account Manager,18,3,"Python, Cloud (AWS/GCP), SQL",71891.49,High
23,Bachelor's,Data Science,Data Scientist,1,7,"Excel, Java, Python, JavaScript, Power BI, Project Management, SQL",77825.85,High
20,Bachelor's,Marketing,Content Writer,0,6,"Excel, Java, JavaScript, Project Management, Machine Learning, Leadership",40758.52,Low
34,High School,Marketing,SEO Analyst,14,5,"Data Analysis, Project Management, Java, SQL, Cloud (AWS/GCP)",60831.88,Low
24,Master's,Data Science,Data Scientist,2,3,"Excel, SQL, Project Management",78787.18,High
30,Master's,Data Science,Data Scientist,7,7,"JavaScript, Cloud (AWS/GCP), Java, Communication, Leadership, Power BI, SQL",91620.02,High
23,Bachelor's,IT,QA Engineer,3,5,"Communication, Java, Leadership, Excel, JavaScript",63681.97,Low
26,Master's,Marketing,Content Writer,1,7,"Power BI, Cloud (AWS/GCP), Excel, SQL, Java, Project Management, Communication",58366.06,Low
23,Bachelor's,Data Science,ML Engineer,3,2,"Machine Learning, Python",63684.51,Low
22,Bachelor's,Operations,Supply Chain Analyst,0,5,"JavaScript, Python, Project Management, Excel, SQL",50958.82,Low
23,Bachelor's,HR,Recruiter,0,5,"Leadership, Excel, Cloud (AWS/GCP), Java, Project Management",39762.54,Low
22,Master's,Operations,Supply Chain Analyst,0,5,"SQL, Excel, JavaScript, Machine Learning, Leadership",53514.43,Low
24,Bachelor's,Marketing,Marketing Manager,4,2,"Leadership, Data Analysis",55343.88,Low
24,Bachelor's,HR,Recruiter,4,6,"Cloud (AWS/GCP), Communication, Python, Power BI, JavaScript, Project Management",56532.56,Low
36,Bachelor's,Sales,Account Manager,15,7,"Project Management, Communication, Excel, SQL, Python, JavaScript, Data Analysis",95611.23,High
24,Master's,Operations,Logistics Head,0,7,"JavaScript, Python, Leadership, Excel, Data Analysis, Project Management, Communication",53137.1,Low
25,Bachelor's,Sales,Sales Executive,2,6,"Power BI, Machine Learning, Java, Cloud (AWS/GCP), SQL, Data Analysis",56627.46,Low
24,Bachelor's,Sales,Sales Executive,1,7,"Project Management, Communication, Java, Machine Learning, JavaScript, Excel, Python",50387.55,Low
27,Master's,HR,HR Manager,5,4,"Machine Learning, Python, Java, Data Analysis",60851.68,Low
26,Master's,Data Science,ML Engineer,3,4,"Communication, Data Analysis, SQL, Cloud (AWS/GCP)",74242.49,High
24,Bachelor's,Marketing,Marketing Manager,1,3,"Leadership, Cloud (AWS/GCP), Machine Learning",53908.31,Low
30,Bachelor's,Marketing,Marketing Manager,9,6,"Leadership, Power BI, Python, Communication, SQL, Data Analysis",74620.3,High
22,Bachelor's,Operations,Operations Manager,2,3,"Excel, Leadership, Communication",44310.13,Low
29,Master's,Data Science,ML Engineer,4,7,"SQL, Machine Learning, Project Management, Power BI, Communication, Excel, Java",76494.09,High
30,Master's,Data Science,Data Analyst,6,3,"Data Analysis, Communication, JavaScript",95267.93,High
34,PhD,HR,HR Manager,9,6,"Power BI, Excel, Machine Learning, JavaScript, Python, Leadership",74386.55,High
25,Bachelor's,IT,DevOps Engineer,5,7,"Cloud (AWS/GCP), Data Analysis, JavaScript, SQL, Communication, Java, Project Management",76286.87,High
28,Bachelor's,Operations,Operations Manager,6,4,"Java, JavaScript, Excel, Leadership",63947.08,Low
28,Bachelor's,Data Science,ML Engineer,7,7,"Data Analysis, Machine Learning, Excel, Cloud (AWS/GCP), SQL, Java, Leadership",67510.52,Low
41,Master's,Data Science,ML Engineer,18,3,"Machine Learning, Leadership, Data Analysis",116787.92,High
26,Master's,HR,Training Specialist,1,7,"Data Analysis, Power BI, Communication, Cloud (AWS/GCP), Leadership, Java, Machine Learning",67218.29,Low
31,Master's,Finance,Financial Analyst,8,2,"Communication, Power BI",76935.06,High
28,Bachelor's,Data Science,Data Analyst,7,6,"Power BI, Python, Java, Machine Learning, Communication, SQL",77702.2,High
38,Bachelor's,Operations,Operations Manager,16,6,"Leadership, Project Management, Machine Learning, Cloud (AWS/GCP), Power BI, SQL",97160.39,High
42,PhD,HR,Training Specialist,15,5,"Excel, Communication, Power BI, Data Analysis, Project Management",123172.58,High
27,Bachelor's,HR,Recruiter,4,5,"Excel, Leadership, JavaScript, Power BI, Java",69417.32,Low
24,Bachelor's,Marketing,SEO Analyst,4,6,"Machine Learning, Java, Excel, Communication, JavaScript, Power BI",58682.27,Low
31,PhD,Data Science,Data Scientist,5,2,"Leadership, Data Analysis",93706.5,High
24,Bachelor's,IT,Software Engineer,1,7,"Communication, JavaScript, Leadership, Cloud (AWS/GCP), SQL, Excel, Machine Learning",45902.67,Low
23,Bachelor's,Marketing,Marketing Manager,3,7,"Excel, Cloud (AWS/GCP), Data Analysis, Project Management, Java, Machine Learning, JavaScript",56075.67,Low
35,PhD,Sales,Account Manager,9,7,"Excel, Java, Cloud (AWS/GCP), SQL, Python, Project Management, Machine Learning",108153.86,High
27,PhD,Operations,Logistics Head,0,3,"Cloud (AWS/GCP), Excel, Power BI",78528.4,High
36,Bachelor's,Operations,Supply Chain Analyst,14,7,"Power BI, SQL, JavaScript, Cloud (AWS/GCP), Leadership, Excel, Java",99150.64,High
23,Bachelor's,HR,Recruiter,0,4,"Power BI, Python, Java, Communication",52718.3,Low
22,Bachelor's,Operations,Supply Chain Analyst,1,5,"JavaScript, Python, SQL, Machine Learning, Leadership",58580.17,Low
28,PhD,Marketing,Content Writer,1,5,"SQL, Java, Project Management, Data Analysis, JavaScript",64937.58,Low
26,Master's,Data Science,ML Engineer,1,7,"Machine Learning, Cloud (AWS/GCP), SQL, JavaScript, Project Management, Leadership, Python",68065.07,Low
37,PhD,IT,DevOps Engineer,11,6,"Machine Learning, JavaScript, Excel, Python, Leadership, Cloud (AWS/GCP)",105328.76,High
22,Bachelor's,Sales,Account Manager,2,6,"Project Management, Excel, Power BI, Leadership, Java, Data Analysis",51288.42,Low
27,Master's,HR,HR Manager,4,2,"Communication, Python",53677.4,Low
27,Bachelor's,IT,Software Engineer,7,2,"Power BI, Communication",55412.58,Low
38,High School,Marketing,Content Writer,20,5,"Communication, Project Management, Leadership, Data Analysis, SQL",81971.34,High
27,Master's,Finance,Financial Analyst,4,4,"Python, Leadership, Communication, SQL",75514.71,High
33,Master's,Finance,CFO,9,3,"Leadership, Python, Cloud (AWS/GCP)",79962.44,High
25,PhD,Sales,Account Manager,1,3,"Leadership, Power BI, Project Management",73021.88,High
21,Bachelor's,Marketing,Marketing Manager,0,4,"Power BI, Project Management, Data Analysis, Java",43004.84,Low
24,Bachelor's,IT,Software Engineer,3,6,"Excel, Data Analysis, Python, Project Management, Leadership, Power BI",64399.62,Low
29,PhD,Data Science,Data Scientist,5,3,"Power BI, Excel, JavaScript",106871.48,High
25,High School,HR,Recruiter,7,7,"Power BI, Machine Learning, Leadership, Project Management, Python, Excel, Communication",59372.46,Low
36,Master's,HR,Recruiter,13,7,"Data Analysis, SQL, Project Management, Communication, Python, Machine Learning, Java",103924.18,High
29,Master's,IT,QA Engineer,7,6,"Project Management, Communication, Machine Learning, SQL, Data Analysis, Python",85047.1,High
23,High School,Marketing,Marketing Manager,2,3,"Leadership, Data Analysis, Cloud (AWS/GCP)",36680.1,Low
22,Bachelor's,Sales,Account Manager,1,4,"Power BI, Communication, Leadership, Data Analysis",31279.5,Low
28,PhD,Operations,Operations Manager,2,7,"Excel, Leadership, Project Management, Communication, Power BI, Data Analysis, Java",70082.19,High
23,Master's,Finance,Financial Analyst,1,7,"Machine Learning, Python, Leadership, Excel, Power BI, Project Management, SQL",73748.32,High
36,High School,Finance,CFO,16,6,"SQL, Java, Data Analysis, Power BI, Cloud (AWS/GCP), JavaScript",78548.35,High
22,High School,Finance,Accountant,3,7,"Leadership, Java, Data Analysis, SQL, JavaScript, Excel, Python",34039.3,Low
23,Master's,Data Science,Data Analyst,0,7,"JavaScript, Power BI, Excel, Machine Learning, Python, Data Analysis, Cloud (AWS/GCP)",83733.09,High
27,Master's,Finance,Accountant,4,3,"JavaScript, Power BI, Machine Learning",59295.06,Low
24,Bachelor's,Marketing,Marketing Manager,1,7,"Python, Communication, Cloud (AWS/GCP), Power BI, Project Management, Data Analysis, JavaScript",43314.02,Low
21,Bachelor's,Finance,Accountant,1,7,"Cloud (AWS/GCP), SQL, Excel, JavaScript, Python, Data Analysis, Leadership",58238.37,Low
24,Bachelor's,Finance,Financial Analyst,2,3,"Power BI, Excel, Leadership",58194.58,Low
33,PhD,Operations,Operations Manager,7,5,"Data Analysis, SQL, Communication, JavaScript, Python",95270.78,High
27,Bachelor's,Finance,Accountant,6,3,"Data Analysis, Power BI, Python",61934.03,Low
31,Bachelor's,Data Science,Data Analyst,10,6,"Excel, Communication, Power BI, Machine Learning, SQL, JavaScript",78364.34,High
39,PhD,Finance,Accountant,14,4,"Communication, Cloud (AWS/GCP), Power BI, Python",117722.61,High
28,Bachelor's,Marketing,Marketing Manager,6,4,"Leadership, Python, Cloud (AWS/GCP), Project Management",65634.69,Low
33,High School,IT,QA Engineer,14,5,"Data Analysis, Cloud (AWS/GCP), Java, Excel, Python",86168.66,High
33,Bachelor's,Data Science,ML Engineer,13,5,"SQL, Excel, Leadership, JavaScript, Project Management",89332.31,High
40,PhD,Operations,Operations Manager,15,7,"Machine Learning, Data Analysis, Java, Cloud (AWS/GCP), Project Management, Excel, Leadership",109666.42,High
31,Master's,IT,QA Engineer,8,6,"Machine Learning, Excel, Python, Cloud (AWS/GCP), Data Analysis, Leadership",89280.0,High
25,Master's,Marketing,SEO Analyst,2,6,"Project Management, Data Analysis, Excel, Communication, Power BI, Python",55948.76,Low
27,Bachelor's,Finance,CFO,6,6,"Python, Communication, JavaScript, Power BI, Leadership, Machine Learning",76099.06,High
20,High School,Finance,Accountant,0,2,"JavaScript, Leadership",29450.45,Low
